Ref,LEA_Name,Reference,Contract,POST Participating,City,Latitude,Longitude,County,State,LEA_Type,Site,Policy_Manual_Exists,Mil_Equip_Policy_Exists,Military Equipment Inventory Exists,QA_Policy_Manual,QA_Mil_Equip_Policy,QA Mil_Equip_Inventory (if separate),Notes
SB978-262,Laguna Beach Police Department,,no,yes,Laguna Beach,33.54536,-117.7815,Orange County,California,Police,https://www.lagunabeachcity.net,TRUE,TRUE,TRUE,https://www.lagunabeachcity.net/home/showpublisheddocument/298/637364568958030000,https://www.lagunabeachcity.net/home/showpublisheddocument/12216/637946033134300000,https://www.lagunabeachcity.net/home/showpublisheddocument/11729/637892378521370000,
SB978-264,Lake County Sheriff's Department,,no,yes,Lakeport,39.04371,-122.9152,Lake County,California,Sheriff,http://www.lakesheriff.com,TRUE,TRUE,,http://www.lakesheriff.com/Assets/Sheriff+Site/docs/DeptPolicy.pdf,https://www.lakesheriff.com/Assets/Sheriff+Site/Public+Resources/Use+of+Force/LCSO+Policies/militaryequipment.pdf,,
SB978-266,Lakeport Police Department,,no,yes,Lakeport,39.04371,-122.9152,Lake County,California,Police,https://www.cityoflakeport.com,TRUE,TRUE,,https://files4.revize.com/lakeportca/Police/Documents/Redact%20-%20LPD%20Policy%20Manual%20Ver.%2022.1.pdf,https://files4.revize.com/lakeportca/Police/Documents/Redact%20-%20LPD%20Policy%20Manual%20Ver.%2022.1.pdf,,
SB978-268,Lassen County Sheriff's Department,,no,yes,Susanville,40.41570,-120.6498,Lassen County,California,Sheriff,http://www.lassencounty.org,TRUE,TRUE,,http://www.lassencounty.org/sites/default/files/RELEASE_20191126_T130807_Lassen_County_Sheriff_Policy_Manual_Redacted.pdf,NA,,
SB978-269,Lemoore Police Department,,no,yes,Lemoore,36.30101,-119.7864,Kings County,California,Police,https://lemoore.com,TRUE,TRUE,,https://lemoore.com/wp-content/uploads/2022/06/Lemoore_PD_Policy_Manual-2022.pdf,https://lemoore.com/wp-content/uploads/2022/06/Lemoore_PD_Policy_Manual-2022.pdf,,
SB978-270,Lincoln Police Department,,no,yes,Lincoln,38.89161,-121.2928,Placer County,California,Police,http://www.lincolnca.gov,TRUE,TRUE,,https://www.lincolnca.gov/en/living-here/Public-Safety/Lincoln_PD_Policy_Manual.pdf, https://www.lincolnca.gov/en/living-here/Public-Safety/AB-481.pdf,,
SB978-271,Lindsay Department of Public Safety,,no,yes,Lindsay,36.20387,-119.0893,Tulare County,California,Police,https://www.lindsay.ca.us,TRUE,TRUE,,https://www.lindsay.ca.us/sites/default/files/fileattachments/public_safety/page/5431/release_20220330_t033854_lindsay_department_of_public_safety_le_policy_manual.pdf,NA,,
SB978-272,Livermore Police Department,,no,yes,Livermore,37.67570,-121.7586,Alameda County,California,Police,https://www.livermoreca.gov/,TRUE,TRUE,TRUE,https://www.livermoreca.gov/home/showpublisheddocument/6757/637584118623030000,https://www.livermoreca.gov/home/showpublisheddocument/8736/637818346386686936, https://www.livermoreca.gov/home/showpublisheddocument/8744,
SB978-273,Livingston Police Department,,no,yes,Livingston,37.38202,-120.7233,Merced County,California,Police,https://livingston.govoffice2.com,TRUE,TRUE,,http://livingston.govoffice2.com/vertical/Sites/%7BD74BD72B-ED1F-4198-8BE1-70824D6808D7%7D/uploads/Livingston_PD_Policy_Manual_2020.pdf,https://www.cityoflivingston.org/sites/default/files/fileattachments/police_services/page/3201/military_equipment_1.pdf,,
SB978-274,Lodi Police Department,,no,yes,Lodi,38.13018,-121.2755,San Joaquin County,California,Police,http://www.lodi.gov,TRUE,TRUE,TRUE,http://library.lodi.gov/DocumentCenter/View/3080/Lodi-Police-Policy-and-Procedure,http://library.lodi.gov/DocumentCenter/View/5158/Military_Equipment-Policy?bidId=, https://www.lodi.gov/DocumentCenter/View/5157/Military-Equipment-Inventory-2022,
SB978-275,Lompoc Police Department,,no,yes,Lompoc,34.64048,-120.4579,Santa Barbara County,California,Police,https://www.cityoflompoc.com,TRUE,TRUE,,https://www.cityoflompoc.com/home/showdocument?id=27744,https://www.cityoflompoc.com/home/showpublisheddocument/34588/637856368545570000,,
SB978-276,Long Beach Police Department,,no,yes,Long Beach,33.76672,-118.1924,Los Angeles County,California,Police,https://citydocs.longbeach.gov,TRUE,TRUE,,http://citydocs.longbeach.gov/LBPDPublicDocs/0/doc/131219/Electronic.aspx,https://www.longbeach.gov/globalassets/police/media-library/documents/about-the-lbpd/ab-481/military-equipment-so,,
SB978-278,Los Alamitos Police Department,,no,yes,Los Alamitos,33.80316,-118.0769,Orange County,California,Police,https://cityoflosalamitos.org,TRUE,TRUE,,https://www.cityoflosalamitos.org/DocumentCenter/View/583/Los-Alamitos-Police-Department-Policy-Manual-PDF, https://cityoflosalamitos.org/DocumentCenter/View/1952/Policy-709---AB-481-Military-Equipment-Policy,,
SB978-279,Los Altos Police Department,,no,yes,Los Altos,37.38308,-122.1142,Santa Clara County,California,Police,https://www.losaltosca.gov,TRUE,TRUE,,https://www.losaltosca.gov/sites/default/files/fileattachments/police/page/48764/lexipol_manual_release_07-13-22.pdf,https://www.losaltosca.gov/sites/default/files/fileattachments/police/page/83411/attachment_1_military_equipment_9.8.22.pdf,,
SB978-280,Los Angeles City Department of Recreation and Parks,,,yes,Los Angeles,34.05357,-118.2454,Los Angeles County,California,Parks,https://www.laparks.org,TRUE,FALSE,FALSE,https://www.laparks.org/sites/default/files/ranger/pdf/2020%20Manual%20for%20Web.pdf,,,No muckrock request
SB978-281,Los Angeles County District Attorney,,no,yes,Los Angeles,34.05357,-118.2454,Los Angeles County,California,District Attorney,http://da.lacounty.gov,TRUE,FALSE,FALSE,https://da.lacounty.gov/sites/default/files/pdf/Bureau-of-Investigation-Lexipol-Manual-03092023.pdf,FALSE,,
SB978-282,Los Angeles County Probation Department,,no,no,Los Angeles,34.05357,-118.2454,Los Angeles County,California,Probation,https://probation.lacounty.gov,TRUE,FALSE,FALSE,https://file.lacounty.gov/SDSInter/probation/1102323_PPM.pdf,,,See here for links to more policies: https://probation.lacounty.gov/probation_manual/ 
SB978-283,Los Angeles County Sheriff's Department,,no,yes,Los Angeles,34.05357,-118.2454,Los Angeles County,California,Sheriff,http://pars.lasd.org,TRUE,FALSE,FALSE,https://pars.lasd.org/Viewer/Manuals/10008,,,LACS has their policy in a cumbersome file management system. Difficult to access. https://pars.lasd.org/Viewer/Menu
SB978-284,Los Angeles Police Department,,no,yes,Los Angeles,34.05357,-118.2454,Los Angeles County,California,Police,https://lapdonline.org,TRUE,TRUE,TRUE,https://www.lapdonline.org/policies-procedures-training-sb-978/,https://lapdonlinestrgeacc.blob.core.usgovcloudapi.net/lapdonlinemedia/2022/04/NEW-CA-ASSEMBLY-BILL-481-EQUIPTMENT-REPORT-2022.pdf,,These documents are scanned and skewed. Not a policy but a memo with attached equipment report. Linked from: https://www.lapdonline.org/lapd-manual-2nd-quarter 
SB978-285,Los Angeles Port Police Department,,no,yes,Los Angeles,34.05357,-118.2454,Los Angeles County,California,Port,https://www.portoflosangeles.org/community/los-angeles-port-police,TRUE,TRUE,TRUE,https://kentico.portoflosangeles.org/getmedia/c9fa7d7a-b857-4864-9cc4-5b614c477a50/los-angeles-port-police-policy-manual,https://kentico.portoflosangeles.org/getmedia/170247ea-4fd2-441a-b765-b4a4bb175ce3/lapp-section-709-military-equipment,https://kentico.portoflosangeles.org/getmedia/c9fa7d7a-b857-4864-9cc4-5b614c477a50/los-angeles-port-police-policy-manual,
SB978-287,Los Angeles School Police Department,,no,yes,Los Angeles,34.05357,-118.2454,Los Angeles County,California,School,https://achieve.lausd.net,TRUE,FALSE,FALSE,https://achieve.lausd.net/cms/lib/CA01000043/Centricity/Domain/596/LASPD%20POLICY%20MANUAL.pdf,NA,,
SB978-289,Los Angeles World Airports Police Department,,no,yes,Los Angeles,34.05357,-118.2454,Los Angeles County,California,Airport,https://www.lawa.org,TRUE,FALSE,FALSE,https://public.powerdms.com/lawa/tree,,,
SB978-290,Los Banos Police Department,,no,yes,Los Banos,37.06138,-120.8476,Merced County,California,Police,http://www.losbanos.org,TRUE,TRUE,TRUE,https://www.losbanos.org/wp-content/uploads/2022/02/02-01-2022-LBPD-Policy-Manual.pdf,https://losbanos.org/wp-content/uploads/2022/08/Military-Equipment-policy.pdf,https://losbanos.org/wp-content/uploads/2022/04/LBPD-Policy-Manual-Attachment-706.4-pdf..pdf,
SB978-291,Los Gatos/Monte Sereno Police Department,,no,yes,Los Gatos,37.22131,-121.9793,Santa Clara County,California,Police,https://www.losgatosca.gov,TRUE,TRUE,TRUE,https://www.losgatosca.gov/DocumentCenter/View/27563/REDACTED-LGMSPD-POLICY-MANUAL-Rev-June-2021,https://www.losgatosca.gov/DocumentCenter/View/30275/Draft-Policy-Military-Equipment,https://www.losgatosca.gov/DocumentCenter/View/30276/Military-Equipment-Inventory,
SB978-292,Los Rios Community College District Police Department,,no,yes,Sacramento,38.57944,-121.4908,Sacramento County,California,College/University,https://police.losrios.edu,TRUE,TRUE,,https://police.losrios.edu/lrpd/doc/policy-manual.pdf,https://police.losrios.edu/lrpd/doc/policy-manual.pdf,,
SB978-295,Madera County Sheriff's Department,,no,yes,Madera,36.96205,-120.0640,Madera County,California,Sheriff,https://www.maderacounty.com,TRUE,TRUE,,https://www.maderacounty.com/home/showpublisheddocument/19312/637135172384470000, https://www.maderacounty.com/home/showpublisheddocument/30209/637836735612330000,,
SB978-296,Madera Police Department,,no,yes,Madera,36.96205,-120.0640,Madera County,California,Police,https://www.madera.gov,TRUE,TRUE,TRUE,https://www.madera.gov/wp-content/uploads/2022/02/MPD-Policy-2-2022.pdf, https://www.madera.gov/wp-content/uploads/2022/04/Military-Equipment-Policy-Draft.pdf,https://www.madera.gov/wp-content/uploads/2022/06/MPD-Military-Equipment-Final.pdf,
SB978-297,Mammoth Lakes Police Department,,no,yes,Mammoth Lakes,37.64878,-118.9779,Mono County,California,Police,https://www.townofmammothlakes.ca.gov,TRUE,TRUE,,https://townofmammothlakes.ca.gov/DocumentCenter/View/10077/Mammoth-Lakes-Police-Department-Policy-Manual---Updated-3242022?bidId=, https://www.townofmammothlakes.ca.gov/DocumentCenter/View/12048/Military_EquipmentPolicy706?bidId=,,
SB978-298,Manhattan Beach Police Department,,no,yes,Manhattan Beach,33.88720,-118.4109,Los Angeles County,California,Police,https://www.citymb.info,TRUE,TRUE,,https://www.manhattanbeach.gov/home/showpublisheddocument/41283/637933221320000000,https://www.manhattanbeach.gov/home/showpublisheddocument/41283/637933221320000000,,
SB978-299,Manteca Police Department,,no,yes,Manteca,37.79917,-121.2322,San Joaquin County,California,Police,https://www.ci.manteca.ca.us,TRUE,TRUE,,https://www.ci.manteca.ca.us/Police/PublicAffairs/Documents/PolicePolicyManual.pdf, https://www.ci.manteca.ca.us/Police/Documents/Assembly%20Bill%20481.pdf,,
SB978-300,Marin Community College District Police Department,,no,yes,Kentfield,37.95616,-122.5481,Marin County,California,College/University,http://police.marin.edu,TRUE,TRUE,,https://police.marin.edu/sites/police/files/MCCD-Police-Policy-Manual.pdf,NA,,
SB978-303,Marin County Sheriff's Department,,no,yes,San Rafael,37.97461,-122.5329,Marin County,California,Sheriff,https://www.marinsheriff.org,TRUE,TRUE,,https://www.marinsheriff.org/assets/downloads/RELEASE_20220719_T135248_Marin_County_Sheriff_s_Office_Policy_Manual-002.pdf,https://www.marinsheriff.org/assets/downloads/RELEASE_20220719_T135248_Marin_County_Sheriff_s_Office_Policy_Manual-002.pdf,,
SB978-305,Marina Department of Public Safety,,no,yes,Marina,36.68162,-121.8023,Monterey County,California,Police,https://www.cityofmarina.org,TRUE,TRUE,,https://www.cityofmarina.org/DocumentCenter/View/10733/RELEASE_20200701_T164506_Marina_Police_Department_Policy_Manual?bidId=,https://cityofmarina.org/ArchiveCenter/ViewFile/Item/11300,,
SB978-308,Martinez Police Department,,no,yes,Martinez,38.01393,-122.1349,Contra Costa County,California,Police,https://www.cityofmartinez.org,TRUE,TRUE,TRUE,https://www.cityofmartinez.org/home/showpublisheddocument/1643/637805954022030000,https://www.cityofmartinez.org/home/showpublisheddocument/2298/637867532351370000,https://www.cityofmartinez.org/home/showpublisheddocument/2299/637867527498730000,
SB978-309,Marysville Police Department,,no,yes,Marysville,39.14497,-121.5872,Yuba County,California,Police,https://www.marysvillepd.org,TRUE,TRUE,,https://www.marysvillepd.org/_files/ugd/a4cd76_0545882fa3fa476ea8cc321a0fab4a40.pdf,https://www.marysvillepd.org/_files/ugd/a4cd76_484dba83ac1040e2ac2c5996efd1c49d.pdf,,Doesn't have any info about equipment or a policy
SB978-310,McFarland Police Department,,no,yes,McFarland,35.67746,-119.2280,Kern County,California,Police,http://www.mcfarlandcity.org,TRUE,TRUE,,http://www.mcfarlandcity.org/DocumentCenter/View/2117/Redacted-20200518_T172742_McFarland__PD_Policy_Manual-1,NA,,
SB978-313,Mendocino County Sheriff's Department,,no,yes,Ukiah,39.15093,-123.2079,Mendocino County,California,Sheriff,https://mendocinosheriff.com,TRUE,TRUE,,https://mendocinosheriff.org/publications/sb-978-materials/,https://mendocinosheriff.org/wp-content/uploads/2022/06/Proposed-Military-Equipment-Use-Policy.pdf,,
SB978-314,Mendota Police Department,,no,yes,Mendota,36.75406,-120.3788,Fresno County,California,Police,https://www.ci.mendota.ca.us,TRUE,TRUE,,https://ci.mendota.ca.us/wp-content/uploads/2014/09/Mendota_PD_CA_Policy_Manual_20191110.pdf,NA,,
SB978-315,Menifee Police Department,,no,yes,Menifee,33.68500,-117.1539,Riverside County,California,Police,https://menifeepolice.org,TRUE,TRUE,,https://menifeepolice.org/wp-content/uploads/2021/12/RELEASE_20211028_T161345_Menifee_Police_Department_Policy_Manual.pdf, https://menifeepolice.org/wp-content/uploads/2022/03/Military-Equipment-policy-and-list.pdf,,
SB978-316,Menlo Park Police Department,,no,yes,Menlo Park,37.45550,-122.1788,San Mateo County,California,Police,https://www.menlopark.org,TRUE,TRUE,,https://beta.menlopark.org/Government/Departments/Police/Transparency/Department-policies/Department-policy-manual,https://beta.menlopark.org/Government/Departments/Police/Transparency/Department-policies/Department-policy-manual,,
SB978-317,Merced Community College Police Department,,no,yes,Merced,37.30152,-120.4869,Merced County,California,College/University,http://www.mccd.edu,TRUE,TRUE,,NA,NA,,"They have this directory with a Use of Force policy, but I don't see a manual https://www.mccd.edu/resources/police/downloads/ "
SB978-319,Merced County Sheriff's Department,,no,yes,Merced,37.30152,-120.4869,Merced County,California,Sheriff,https://www.co.merced.ca.us,TRUE,TRUE,,https://co.merced.ca.us/DocumentCenter/View/28614/Merced-County-Sheriff-Policy-Manual-12-7-21?bidId=, https://co.merced.ca.us/DocumentCenter/View/29116/Military-Equipment-Use-Policy-03-30-2022?bidId=,,
SB978-320,Merced Police Department,,no,yes,Merced,37.30152,-120.4869,Merced County,California,Police,https://www.cityofmerced.org,TRUE,TRUE,, https://www.cityofmerced.org/home/showpublisheddocument/10635/637901890039535874, https://www.cityofmerced.org/home/showpublisheddocument/10635/637901890039535874,,
SB978-321,Mill Valley Police Department,,no,yes,Mill Valley,37.90774,-122.5482,Marin County,California,Police,https://www.cityofmillvalley.org,TRUE,TRUE,TRUE,https://cityofmillvalley.org/DocumentCenter/View/474/MVPD-Policy-Manual-2019-PDF, https://cityofmillvalley.org/DocumentCenter/View/2886/New-Draft-Policy-709-Military-Equipment?bidId=,https://www.cityofmillvalley.org/DocumentCenter/View/3005/Final-Equipment-List--Website-UPDATED?bidId=,
SB978-323,Milpitas Police Department,,no,yes,Milpitas,37.43286,-121.8970,Santa Clara County,California,Police,https://www.milpitas.gov/,TRUE,TRUE,TRUE,https://www.milpitas.gov/_pdfs/MilpitasPolicePolicy.pdf,https://www.milpitas.gov/_pdfs/ab481/AB481_Policy_FINAL.pdf,https://www.milpitas.gov/_pdfs/ab481/AB481_Inventory_FINAL.pdf,
SB978-324,MiraCosta Community College District Police Department,,,,Oceanside,33.19715,-117.3806,San Diego County,California,College/University,https://miracosta.edu,TRUE,TRUE/Draft,FALSE,https://miracosta.edu/administrative/college-police/_docs/MCPD%20PP%20Manual.pdf,,,
SB978-325,Modesto Police Department,,no,yes,Modesto,37.64155,-121.0035,Stanislaus County,California,Police,https://www.modestogov.com,TRUE,TRUE,TRUE,https://www.modestogov.com/DocumentCenter/View/15365/Modesto-Police-Department-Policy-Manual-Printable-PDF,https://www.modestogov.com/DocumentCenter/View/18692/Military-Equipment--Policy-710-,https://www.modestogov.com/DocumentCenter/View/18693/Military-Equipment-Inventory,
SB978-326,Modoc County Sheriff's Department,,no,yes,Alturas,41.49432,-120.5426,Modoc County,California,Sheriff,https://www.modocsheriff.us,TRUE,TRUE,,https://www.modocsheriff.us/sheriffs-office/files/modoc-county-sheriffs-office-policy-manual,NA,,
SB978-328,Mono County Sheriff's Department,,no,yes,Bridgeport,38.25591,-119.2276,Mono County,California,Sheriff,https://monosheriff.org,TRUE,TRUE,,https://monosheriff.org/sites/default/files/fileattachments/sheriff_-_coroner/page/8062/mono_county_sheriff_patrol_policy_manual_.pdf,https://monosheriff.org/sites/default/files/fileattachments/sheriff_-_coroner/page/30424/military_equipment_policy.pdf,,
SB978-329,Monrovia Police Department,,no,yes,Monrovia,34.14783,-117.9988,Los Angeles County,California,Police,https://www.cityofmonrovia.org,TRUE,TRUE,TRUE,https://www.cityofmonrovia.org/home/showpublisheddocument/27766/637824223984130000,https://www.cityofmonrovia.org/home/showpublisheddocument/28377,https://www.cityofmonrovia.org/home/showpublisheddocument/28379/637860472492170000,
SB978-330,Montclair Police Department,,no,yes,Montclair,34.07401,-117.6912,San Bernardino County,California,Police,https://www.cityofmontclair.org,TRUE,TRUE,,https://storage.googleapis.com/proudcity/montclairca/uploads/2022/05/Policy-051622-CURRENT.pdf,https://storage.googleapis.com/proudcity/montclairca/uploads/2022/05/Policy-051622-CURRENT.pdf,,
SB978-331,Montebello Police Department,,no,yes,Montebello,34.01958,-118.1164,Los Angeles County,California,Police,https://www.montebelloca.gov/,TRUE,TRUE,,https://cdn5-hosted2.civiclive.com/UserFiles/Servers/Server_58672/Image/Departments/Police/RELEASE_20220119_T125903_Montebello_PD_Policy_Manual.pdf,https://cdn5-hosted2.civiclive.com/UserFiles/Servers/Server_58672/Image/Departments/Police/PDF's/montebello-military-equipment-policy.pdf,,
SB978-334,Monterey County Sheriff's Department,,no,yes,Monterey,36.59820,-121.8965,Monterey County,California,Sheriff,https://montereysheriff.org,TRUE,TRUE,,http://www.montereysheriff.org/wp-content/uploads/2016/08/Monterey_County_SO_Policy_Manual.pdf,http://montereysheriff.org/wp-content/uploads/2022/04/Military-Equipment.pdf ,,
SB978-335,Monterey Park Police Department,,no,yes,Monterey Park,34.05980,-118.1257,Los Angeles County,California,Police,http://www.montereypark.ca.gov,TRUE,TRUE,,https://www.montereypark.ca.gov/DocumentCenter/View/12110/Monterey_Park_PD_Policy_Manual-04132021, https://www.montereypark.ca.gov/DocumentCenter/View/12838/Monterey-Park-PD-Military-Equipment-Policy-Final-Draft-with-Inventory-2022?bidId=,,
SB978-337,Monterey Police Department,,no,yes,Monterey,36.59820,-121.8965,Monterey County,California,Police,https://www.monterey.org,TRUE,TRUE,,"https://files.monterey.org/Document%20Center/Police/Inside%20MPD/Policies,%20Procedures,%20and%20Training/MPD%20Policy%20Manual/MPD-Policy-Manual-05-04-22.pdf","https://files.monterey.org/Document%20Center/Police/Inside%20MPD/Policies,%20Procedures,%20and%20Training/MPD%20Policy%20Manual/MPD-Policy-Manual-05-04-22.pdf",,
SB978-339,Moraga Police Department,,no,yes,Moraga,37.85356,-122.1277,Contra Costa County,California,Police,https://police.moraga.ca.us,TRUE,TRUE,,https://police.moraga.ca.us/documents/MPD_Policy_Manual.pdf,https://www.moraga.ca.us/DocumentCenter/View/7030/Att-B-Moraga-Police-Military-Equipment-policy?bidId=,,
SB978-340,Morgan Hill Police Department,,no,yes,Morgan Hill,37.12608,-121.6619,Santa Clara County,California,Police,https://morgan-hill.ca.gov,TRUE,TRUE,,https://www.morgan-hill.ca.gov/DocumentCenter/View/35897/Morgan-Hill-Police-Department-Policy-Manual,https://www.morgan-hill.ca.gov/DocumentCenter/View/35897/Morgan-Hill-Police-Department-Policy-Manual,,
SB978-341,Morro Bay Police Department,,no,yes,Morro Bay,35.36692,-120.8468,San Luis Obispo County,California,Police,https://www.morro-bay.ca.us,TRUE,TRUE,TRUE,https://www.morro-bay.ca.us/DocumentCenter/View/13965/Morro-Bay-Police-Department-Policy-Manual-Jan-2020,https://www.morro-bay.ca.us/DocumentCenter/View/16456/Military_Equipment-Policy-707-rev-3112022,https://www.morro-bay.ca.us/DocumentCenter/View/16458/MBPD-Military-Equipment-Policy-Inventory-v2-rev-3112022,
SB978-342,Mountain View Police Department,,no,yes,Mountain View,37.38967,-122.0816,Santa Clara County,California,Police,https://mvpdpublicrecords.org,TRUE,TRUE,,https://mvpdpublicrecords.org/?AspxAutoDetectCookieSupport=1,https://mvpdpublicrecords.org/files/D2DF/709%20-%20Military%20Equipment.pdf,,
SB978-345,Mt. Shasta Police Department,,no,yes,Mt. Shasta,41.314444,-122.311389,Siskiyou County,California,Police,https://mtshastaca.gov,TRUE,TRUE,,https://mtshastaca.gov/wp-content/uploads/2022/02/RELEASE_20220216_T235437_Mount_Shasta_PD_Policy_Manual_v.2022.pdf,https://mtshastaca.gov/wp-content/uploads/2022/02/RELEASE_20220216_T235437_Mount_Shasta_PD_Policy_Manual_v.2022.pdf,,
SB978-346,Murrieta Police Department,,no,yes,Murrieta,33.55843,-117.2118,Riverside County,California,Police,https://www.murrietaca.gov,TRUE,TRUE,,https://www.murrietaca.gov/DocumentCenter/View/1872/Murrieta-Police-Department-Policy-Manual,https://www.murrietaca.gov/DocumentCenter/View/1872/Murrieta-Police-Department-Policy-Manual,,
SB978-348,Napa County Sheriff's Department,,no,yes,Napa,38.29911,-122.2854,Napa County,California,Sheriff,https://www.countyofnapa.org,TRUE,TRUE,,https://www.countyofnapa.org/DocumentCenter/View/15565/Napa-County-Sheriff-Office-Policy-Manual-2022-PDF?bidId=,https://www.countyofnapa.org/DocumentCenter/View/15565/Napa-County-Sheriff-Office-Policy-Manual-2022-PDF?bidId=,,
SB978-349,Napa Police Department,,no,yes,Napa,38.29911,-122.2854,Napa County,California,Police,https://www.cityofnapa.org,TRUE,TRUE,TRUE,https://www.cityofnapa.org/DocumentCenter/View/9641/Napa-Police-Department-Manual-PDF ,https://www.cityofnapa.org/DocumentCenter/View/9664/DRAFT-NPD-Policy---Military-Equipment-Funding-Acquisition-and-Use-PDF, https://www.cityofnapa.org/DocumentCenter/View/9663/NPD-Military-Equipment-Inventory-List-PDF,
SB978-350,Napa Valley College Police Department,,no,yes,Napa,38.29911,-122.2854,Napa County,California,College/University,https://www.napavalley.edu,TRUE,TRUE,,https://www.napavalley.edu/studentaffairs/Police/Documents/Napa%20Valley%20Community%20College%20District%20Police%20Policy%20Manual.pdf,NA,,
SB978-351,National City Police Department,,no,yes,National City,32.67218,-117.1056,San Diego County,California,Police,https://www.nationalcityca.gov,TRUE,TRUE,,https://www.nationalcityca.gov/home/showpublisheddocument/23000/637865693185330000, https://www.nationalcityca.gov/home/showpublisheddocument/28392/637835681377830000,,
SB978-354,Nevada County Sheriff's Department,,no,yes,Nevada City,39.26274,-121.0192,Nevada County,California,Sheriff,https://www.mynevadacounty.com,TRUE,FALSE,FALSE,https://www.nevadacountyca.gov/DocumentCenter/View/42819/Sheriffs-Office-Policy-Manual,,,
SB978-355,Newark Police Department,,no,yes,Newark,37.53682,-122.0303,Alameda County,California,Police,https://www.newark.org,TRUE,TRUE,,https://www.newark.org/departments/police/administrative-divisions/policy-manual,https://www.newark.org/home/showpublisheddocument/8594/637919242516170000,,
SB978-356,Newman Police Department,,no,yes,Newman,37.31733,-121.0220,Stanislaus County,California,Police,http://www.cityofnewman.com,TRUE,FALSE,FALSE,http://www.cityofnewman.com/docman/police-department/1094-newman-police-department-policy-manual-1/file.html,,,
SB978-357,Newport Beach Police Department,,no,yes,Newport Beach,33.61703,-117.9303,Orange County,California,Police,http://www.nbpd.org,TRUE,TRUE,,https://www.nbpd.org/home/showpublisheddocument/70549/637673233259430000,https://www.nbpd.org/home/showpublisheddocument/71613/637874457430830000,,
SB978-358,Novato Police Department,,no,yes,Novato,38.10609,-122.5679,Marin County,California,Police,https://www.novato.org,TRUE,TRUE,,http://www.novato.org/home/showdocument?id=28296,https://www.novato.org/home/showpublisheddocument/33915,,
SB978-359,Oakdale Police Department,,no,yes,Oakdale,37.76841,-120.8482,Stanislaus County,California,Police,https://www.oakdalegov.com,TRUE,TRUE,,https://www.oakdalegov.com/_files/ugd/49e361_59215c32f8974aecbd532e7cffcca263.pdf,https://www.oakdalegov.com/_files/ugd/49e361_59215c32f8974aecbd532e7cffcca263.pdf,,
SB978-361,Oakland Police Department,,no,yes,Oakland,37.80508,-122.2731,Alameda County,California,Police,https://www.oaklandca.gov,TRUE,FALSE,FALSE,https://oaklandmd.com/uploads/3/4/4/3/34438335/oakland_police_department_policies_and_procedures.pdf,,https://cao-94612.s3.amazonaws.com/documents/Militarized-Equipment-Inventory.pdf,
SB978-363,Oakley Police Department,,no,yes,Oakley,37.99638,-121.7130,Contra Costa County,California,Police,https://www.ci.oakley.ca.us,TRUE,TRUE,,https://www.ci.oakley.ca.us/wp-content/uploads/2022/05/Oakley-Police-Department-Policy-2022.1.pdf,https://www.ci.oakley.ca.us/wp-content/uploads/2022/06/Military-Equipment-Policy.pdf,,
SB978-365,Oceanside Police Department,,no,yes,Oceanside,33.19715,-117.3806,San Diego County,California,Police,https://www.ci.oceanside.ca.us,TRUE,TRUE,TRUE,https://www.ci.oceanside.ca.us/civicax/filebank/blobdload.aspx?BlobID=51483,https://www.ci.oceanside.ca.us/civicax/filebank/blobdload.aspx?BlobID=57228,https://www.ci.oceanside.ca.us/civicax/filebank/blobdload.aspx?BlobID=57526,
SB978-367,Ohlone Community College District Police Department,,no,yes,Fremont,37.55148,-121.9833,Alameda County,California,College/University,https://www.ohlone.edu,TRUE,FALSE,FALSE,https://www.ohlone.edu/sites/default/files/groups/Campus_Police_Services/documents/cps_guidelines_and_procedures.pdf,,,
SB978-368,Ontario Police Department,,no,yes,Ontario,34.06457,-117.6481,San Bernardino County,California,Police,https://cityofontario.app.box.com,TRUE,TRUE,,https://www.ontarioca.gov/sites/default/files/Ontario-Files/Police/Policy%20Manual/05-03-2019%20-%20Lexipol%20Update.pdf,https://www.ontarioca.gov/sites/default/files/Ontario-Files/Police/OPD%20AB%20481%20Military%20Equipment%20Inventory%20(Final%20Proposed).pdf,,
SB978-370,Orange County District Attorney,,no,yes,Santa Ana,33.74958,-117.8745,Orange County,California,District Attorney,http://orangecountyda.org,TRUE,TRUE,,https://orangecountyda.org/wp-content/uploads/Reports%20and%20Documents/OCDA%20INFORMANT%20MANUAL%20-%20FINAL%202020.pdf,https://orangecountyda.org/wp-content/uploads/2022/04/Military-Equipment-Policy.pdf,,
SB978-373,Orange County Sheriff's Department/Coroner,,no,yes,Santa Ana,33.74958,-117.8745,Orange County,California,Sheriff,https://www.ocsheriff.gov,TRUE,TRUE,,https://ocsheriff.gov/page/departments-manualcontent/uploads/2020/01/RELEASE_20190702_T131845_Orange_Cove_PD_Policy_Manual-1-1-4.pdf,https://www.ocsheriff.gov/sites/ocsd/files/2022-07/Policy%20711%20and%20Equipment%20Attachment.pdf,,
SB978-374,Orange Cove Police Department,,no,yes,Orange Cove,36.62359,-119.3049,Fresno County,California,Police,http://cityoforangecove.com,TRUE,TRUE,,https://cityoforangecove.com/wp-content/uploads/2020/01/RELEASE_20190702_T131845_Orange_Cove_PD_Policy_Manual-1-1-4.pdf,https://cityoforangecove.com/wp-content/uploads/2022/05/OCPD-Policy-706-Copy.pdf,,
